date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:46:18	108807/108807	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-1a907%22	https://scikit-learn.org/stable/modules/grid_search.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/grid_search.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:18	355628/355628	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-56d2c%22	https://scikit-learn.org/stable/modules/model_evaluation.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/model_evaluation.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:18	30747/30747	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-781b%22	https://scikit-learn.org/stable/modules/learning_curve.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/learning_curve.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:19	42767/42767	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-a70f%22	https://scikit-learn.org/stable/modules/partial_dependence.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/partial_dependence.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:19	35619/35619	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-8b23%22	https://scikit-learn.org/stable/modules/permutation_importance.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/permutation_importance.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:19	89748/89748	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-15e94%22	https://scikit-learn.org/stable/modules/compose.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/compose.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:19	125324/125324	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-1e98c%22	https://scikit-learn.org/stable/modules/feature_extraction.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/feature_extraction.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:20	154976/154976	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-25d60%22	https://scikit-learn.org/stable/modules/preprocessing.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/preprocessing.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:20	63076/63076	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-f664%22	https://scikit-learn.org/stable/modules/impute.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/impute.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:20	19339/19339	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-4b8b%22	https://scikit-learn.org/stable/modules/unsupervised_reduction.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/modules/unsupervised_reduction.html	(from https://scikit-learn.org/stable/user_guide.html)
